Customer Name	Product Name	City	Manager	Row ID	Order Priority	Discount	Unit Price	Shipping Cost	Customer ID	Ship Mode	Customer Segment	Product Category	Product Sub-Category	Product Container	Product Base Margin	Region	State or Province	Postal Code	Order Date	Ship Date	Profit	Quantity ordered new	Sales	Order ID	Status
Anna Burgess	36X48 HARDFLOOR CHAIRMAT	Draper	William	19336.0	High	0.05	20.98	21.2	1988.0	Regular Air	Home Office	Furniture	Office Furnishings	Medium Box	0.78	West	Utah	84020.0	2010-01-03 00:00:00	2010-01-04 00:00:00	-181.102	3.0	65.69	89999.0	
Anna Burgess	U.S. Robotics 56K Internet Call Modem	Draper	William	20154.0	Low	0.08	99.99	19.99	1988.0	Express Air	Home Office	Technology	Computer Peripherals	Small Box	0.5	West	Utah	84020.0	2012-07-25 00:00:00	2012-07-29 00:00:00	366.63	10.0	998.67	90005.0	
David Weaver	Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms	Holladay	William	22600.0	Not Specified	0.04	355.98	58.92	1989.0	Delivery Truck	Home Office	Furniture	Chairs & Chairmats	Jumbo Drum	0.64	West	Utah	84117.0	2010-01-21 00:00:00	2010-01-22 00:00:00	882.9300000000001	8.0	2748.21	90000.0	
David Weaver	Southworth 25% Cotton Premium Laser Paper and Envelopes	Holladay	William	22601.0	Not Specified	0.09	19.98	8.68	1989.0	Regular Air	Home Office	Office Supplies	Paper	Small Box	0.37	West	Utah	84117.0	2010-01-21 00:00:00	2010-01-22 00:00:00	6.680399999999999	5.0	93.19	90000.0	
David Weaver	Belkin ErgoBoard™ Keyboard	Holladay	William	20554.0	High	0.01	30.98	6.5	1989.0	Regular Air	Corporate	Technology	Computer Peripherals	Small Box	0.64	West	Utah	84117.0	2010-05-15 00:00:00	2010-05-16 00:00:00	46.29	11.0	363.37	90001.0	
David Weaver	White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11	Holladay	William	20555.0	High	0.01	40.99	19.99	1989.0	Regular Air	Corporate	Office Supplies	Paper	Small Box	0.36	West	Utah	84117.0	2010-05-15 00:00:00	2010-05-18 00:00:00	177.79	11.0	480.75	90001.0	
David Weaver	Sanford Pocket Accent® Highlighters	Holladay	William	21723.0	Medium	0.1	1.6	1.29	1989.0	Regular Air	Home Office	Office Supplies	Pens & Art Supplies	Wrap Bag	0.42	West	Utah	84117.0	2010-10-30 00:00:00	2010-10-30 00:00:00	-14.990400000000001	11.0	16.88	90003.0	
David Weaver	Southworth 25% Cotton Premium Laser Paper and Envelopes	Holladay	William	22602.0	Not Specified	0.07	19.98	8.68	1989.0	Regular Air	Home Office	Office Supplies	Paper	Small Box	0.37	West	Utah	84117.0	2013-01-21 00:00:00	2013-01-23 00:00:00	52.5008	11.0	206.78	90006.0	
David Weaver	Newell 31	Holladay	William	23656.0	Not Specified	0.02	4.13	1.17	1989.0	Regular Air	Home Office	Office Supplies	Pens & Art Supplies	Wrap Bag	0.57	West	Utah	84117.0	2013-08-30 00:00:00	2013-09-01 00:00:00	34.561679999999996	23.0	96.48	90009.0	
Eddie Boyd	Model L Table or Wall-Mount Pencil Sharpener	Kaysville	William	23891.0	Critical	0.06	17.99	8.65	1990.0	Regular Air	Home Office	Office Supplies	Pens & Art Supplies	Small Box	0.57	West	Utah	84037.0	2012-05-27 00:00:00	2012-05-28 00:00:00	-106.8	19.0	331.15	90004.0	
Eddie Boyd	Newell 333	Kaysville	William	23892.0	Critical	0.04	2.78	0.97	1990.0	Regular Air	Home Office	Office Supplies	Pens & Art Supplies	Wrap Bag	0.59	West	Utah	84037.0	2012-05-27 00:00:00	2012-05-29 00:00:00	-2.23	8.0	22.15	90004.0	
Eddie Boyd	1726 Digital Answering Machine	Kaysville	William	23893.0	Critical	0.06	20.99	4.81	1990.0	Regular Air	Home Office	Technology	Telephones and Communication	Medium Box	0.58	West	Utah	84037.0	2012-05-27 00:00:00	2012-05-29 00:00:00	100.59299999999999	19.0	345.73	90004.0	
Eddie Boyd	"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue"	Kaysville	William	24110.0	Medium	0.06	40.98	7.47	1990.0	Regular Air	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	0.37	West	Utah	84037.0	2013-03-03 00:00:00	2013-03-04 00:00:00	280.347	10.0	406.3	90007.0	
Paula Hubbard	Xerox 1938	Kearns	William	25417.0	Medium	0.0	47.9	5.86	1991.0	Regular Air	Home Office	Office Supplies	Paper	Small Box	0.37	West	Utah	84118.0	2010-08-22 00:00:00	2010-08-24 00:00:00	638.3811	18.0	925.19	90002.0	
Paula Hubbard	Xerox 1991	Kearns	William	25747.0	Critical	0.0	22.84	8.18	1991.0	Regular Air	Home Office	Office Supplies	Paper	Small Box	0.39	West	Utah	84118.0	2013-04-25 00:00:00	2013-04-27 00:00:00	-4.17	1.0	25.39	90008.0	
Paula Hubbard	Xerox 1996	Kearns	William	25127.0	Low	0.04	6.48	9.17	1991.0	Express Air	Home Office	Office Supplies	Paper	Small Box	0.37	West	Utah	84118.0	2013-10-04 00:00:00	2013-10-09 00:00:00	-249.27	25.0	163.49	90010.0	
Jan Ellis	Space Solutions Commercial Steel Shelving	Mansfield	Erin	20548.0	High	0.05	64.65	35.0	1993.0	Regular Air	Small Business	Office Supplies	Storage & Organization	Large Box	0.8	East	Ohio	44903.0	2011-04-15 00:00:00	2011-04-17 00:00:00	-353.71	3.0	204.06	91010.0	
Jan Ellis	White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11	Mansfield	Erin	22463.0	High	0.02	40.99	19.99	1993.0	Regular Air	Small Business	Office Supplies	Paper	Small Box	0.36	East	Ohio	44903.0	2012-07-31 00:00:00	2012-08-02 00:00:00	25.19	5.0	212.01	91013.0	
Kathy Freedman	Master Giant Foot® Doorstop, Safety Yellow	Marion	Erin	23403.0	Medium	0.1	7.59	4.0	1994.0	Regular Air	Small Business	Furniture	Office Furnishings	Wrap Bag	0.42	East	Ohio	43302.0	2011-07-15 00:00:00	2011-07-18 00:00:00	14.77	9.0	64.56	91011.0	
Kathy Freedman	Binder Posts	Marion	Erin	25518.0	Medium	0.08	5.74	5.01	1994.0	Regular Air	Small Business	Office Supplies	Binders and Binder Accessories	Small Box	0.39	East	Ohio	43302.0	2012-06-10 00:00:00	2012-06-11 00:00:00	-66.2308	17.0	98.14	91012.0	
Kathy Freedman	Fellowes Strictly Business® Drawer File, Letter/Legal Size	Marion	Erin	25519.0	Medium	0.01	140.85	19.99	1994.0	Regular Air	Small Business	Office Supplies	Storage & Organization	Small Box	0.73	East	Ohio	43302.0	2012-06-10 00:00:00	2012-06-11 00:00:00	831.912	18.0	2618.71	91012.0	
Kathy Freedman	Bagged Rubber Bands	Marion	Erin	22464.0	High	0.06	1.26	0.7	1994.0	Regular Air	Small Business	Office Supplies	Rubber Bands	Wrap Bag	0.81	East	Ohio	43302.0	2012-07-31 00:00:00	2012-08-02 00:00:00	-17.34	10.0	12.43	91013.0	
Kathy Freedman	EcoTones® Memo Sheets	Marion	Erin	24458.0	Not Specified	0.01	4.0	1.3	1994.0	Regular Air	Small Business	Office Supplies	Paper	Wrap Bag	0.37	East	Ohio	43302.0	2013-03-12 00:00:00	2013-03-14 00:00:00	23.404799999999998	8.0	33.92	91014.0	
Kathy Freedman	Array® Parchment Paper, Assorted Colors	Marion	Erin	24921.0	High	0.01	7.28	11.15	1994.0	Regular Air	Small Business	Office Supplies	Paper	Small Box	0.37	East	Ohio	43302.0	2013-08-22 00:00:00	2013-08-24 00:00:00	-140.61112	25.0	187.56	91015.0	
Kathy Freedman	Bevis Rectangular Conference Tables	Marion	Erin	25526.0	Not Specified	0.07	145.98	46.2	1994.0	Delivery Truck	Corporate	Furniture	Tables	Jumbo Box	0.69	East	Ohio	43302.0	2013-10-13 00:00:00	2013-10-14 00:00:00	-574.5597	12.0	1703.21	91016.0	
Howard Page	GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb	Mason	Erin	25520.0	Medium	0.02	15.01	8.4	1995.0	Regular Air	Small Business	Office Supplies	Binders and Binder Accessories	Small Box	0.39	East	Ohio	45040.0	2012-06-10 00:00:00	2012-06-11 00:00:00	31.191599999999998	16.0	252.92	91012.0	
Harriet Bowman	5170i	Hilton Head Island	Sam	19797.0	Not Specified	0.1	125.99	8.99	1997.0	Regular Air	Consumer	Technology	Telephones and Communication	Small Box	0.57	South	South Carolina	29915.0	2010-01-25 00:00:00	2010-01-28 00:00:00	17.652	4.0	408.66	90333.0	
Harriet Bowman	Maxell DVD-RAM Discs	Hilton Head Island	Sam	19581.0	Medium	0.01	16.48	1.99	1997.0	Regular Air	Consumer	Technology	Computer Peripherals	Small Pack	0.42	South	South Carolina	29915.0	2010-05-07 00:00:00	2010-05-08 00:00:00	739.674	7.0	122.93	90334.0	
Harriet Bowman	GBC Standard Therm-A-Bind Covers	Hilton Head Island	Sam	21003.0	Low	0.0	24.92	12.98	1997.0	Regular Air	Consumer	Office Supplies	Binders and Binder Accessories	Small Box	0.39	South	South Carolina	29915.0	2010-12-02 00:00:00	2010-12-02 00:00:00	-23.156	1.0	32.66	90335.0	
Harriet Bowman	Sharp AL-1530CS Digital Copier	Hilton Head Island	Sam	24755.0	Medium	0.03	499.99	24.49	1997.0	Express Air	Consumer	Technology	Copiers and Fax	Large Box	0.36	South	South Carolina	29915.0	2013-04-11 00:00:00	2013-04-12 00:00:00	212.97599999999997	1.0	520.09	90336.0	
Judy Frazier	Grip Seal Envelopes	East Massapequa	Erin	20392.0	Not Specified	0.06	4.42	4.99	1998.0	Regular Air	Corporate	Office Supplies	Envelopes	Small Box	0.38	East	New York	11758.0	2010-12-03 00:00:00	2010-12-05 00:00:00	-10.435	3.0	14.85	90568.0	
Judy Frazier	Belkin 5 Outlet SurgeMaster™ Power Centers	East Massapequa	Erin	24168.0	Low	0.02	54.48	0.99	1998.0	Regular Air	Corporate	Office Supplies	Appliances	Small Box	0.57	East	New York	11758.0	2011-11-01 00:00:00	2011-11-01 00:00:00	1444.8392999999996	37.0	2093.97	90571.0	
Judy Frazier	Microsoft Natural Multimedia Keyboard	East Massapequa	Erin	24169.0	Low	0.04	50.98	6.5	1998.0	Regular Air	Corporate	Technology	Computer Peripherals	Small Box	0.73	East	New York	11758.0	2011-11-01 00:00:00	2011-11-03 00:00:00	60.522000000000006	22.0	1157.56	90571.0	
Judy Frazier	Xerox 1968	East Massapequa	Erin	24170.0	Low	0.08	6.68	6.15	1998.0	Regular Air	Corporate	Office Supplies	Paper	Small Box	0.37	East	New York	11758.0	2011-11-01 00:00:00	2011-11-03 00:00:00	21.24200000000002	35.0	222.5	90571.0	
Judy Frazier	T61	East Massapequa	Erin	24171.0	Low	0.02	45.99	2.5	1998.0	Regular Air	Corporate	Technology	Telephones and Communication	Small Box	0.56	East	New York	11758.0	2011-11-01 00:00:00	2011-11-01 00:00:00	667.2600000000001	27.0	1055.05	90571.0	
Judy Frazier	Canon P1-DHIII Palm Printing Calculator	East Massapequa	Erin	22504.0	Medium	0.09	17.98	8.51	1998.0	Regular Air	Corporate	Technology	Office Machines	Medium Box	0.4	East	New York	11758.0	2012-12-02 00:00:00	2012-12-03 00:00:00	-6.17265	13.0	234.15	90573.0	
Judy Frazier	Master Giant Foot® Doorstop, Safety Yellow	East Massapequa	Erin	23165.0	Critical	0.1	7.59	4.0	1998.0	Regular Air	Home Office	Furniture	Office Furnishings	Wrap Bag	0.42	East	New York	11758.0	2013-09-08 00:00:00	2013-09-09 00:00:00	-9.761199999999999	2.0	17.42	90574.0	
Priscilla Kane	Nu-Dell Executive Frame	Houston	Chris	1801.0	High	0.08	12.64	4.98	1999.0	Regular Air	Corporate	Furniture	Office Furnishings	Small Pack	0.48	Central	Texas	77070.0	2011-05-03 00:00:00	2011-05-04 00:00:00	100.04	73.0	915.6	12900.0	Returned
Priscilla Kane	Okidata ML184 Turbo Dot Matrix Printers	Houston	Chris	1802.0	High	0.08	306.14	26.53	1999.0	Delivery Truck	Corporate	Technology	Office Machines	Jumbo Drum	0.56	Central	Texas	77070.0	2011-05-03 00:00:00	2011-05-05 00:00:00	308.22	26.0	5916.75	12900.0	Returned
Priscilla Kane	Fuji 5.2GB DVD-RAM	Houston	Chris	7568.0	Low	0.06	40.96	1.99	1999.0	Regular Air	Corporate	Technology	Computer Peripherals	Small Pack	0.55	Central	Texas	77070.0	2011-10-18 00:00:00	2011-10-23 00:00:00	-135.168	5.0	207.92	54146.0	
Priscilla Kane	Belkin 5 Outlet SurgeMaster™ Power Centers	Houston	Chris	6168.0	Low	0.02	54.48	0.99	1999.0	Regular Air	Corporate	Office Supplies	Appliances	Small Box	0.57	Central	Texas	77070.0	2011-11-01 00:00:00	2011-11-01 00:00:00	946.7	146.0	8262.68	43745.0	
Priscilla Kane	Microsoft Natural Multimedia Keyboard	Houston	Chris	6169.0	Low	0.04	50.98	6.5	1999.0	Regular Air	Corporate	Technology	Computer Peripherals	Small Box	0.73	Central	Texas	77070.0	2011-11-01 00:00:00	2011-11-03 00:00:00	27.51	88.0	4630.26	43745.0	
Priscilla Kane	Xerox 1968	Houston	Chris	6170.0	Low	0.08	6.68	6.15	1999.0	Regular Air	Corporate	Office Supplies	Paper	Small Box	0.37	Central	Texas	77070.0	2011-11-01 00:00:00	2011-11-03 00:00:00	-106.21	139.0	883.63	43745.0	
Priscilla Kane	T61	Houston	Chris	6171.0	Low	0.02	45.99	2.5	1999.0	Regular Air	Corporate	Technology	Telephones and Communication	Small Box	0.56	Central	Texas	77070.0	2011-11-01 00:00:00	2011-11-01 00:00:00	303.3	109.0	4259.27	43745.0	
Priscilla Kane	3M Office Air Cleaner	Houston	Chris	6172.0	Low	0.07	25.98	5.37	1999.0	Regular Air	Corporate	Office Supplies	Appliances	Medium Box	0.5	Central	Texas	77070.0	2011-11-01 00:00:00	2011-11-08 00:00:00	-15.17	17.0	437.21	43745.0	
Priscilla Kane	Large Capacity Hanging Post Binders	Houston	Chris	6449.0	Low	0.02	24.95	2.99	1999.0	Regular Air	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	0.39	Central	Texas	77070.0	2011-12-21 00:00:00	2011-12-26 00:00:00	-11.7645	2.0	54.88	45924.0	
Priscilla Kane	Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room	Houston	Chris	6548.0	Not Specified	0.05	300.65	24.49	1999.0	Express Air	Home Office	Office Supplies	Appliances	Large Box	0.52	Central	Texas	77070.0	2012-06-22 00:00:00	2012-06-22 00:00:00	1196.72	26.0	7623.31	46565.0	
Priscilla Kane	"Executive Impressions 12"" Wall Clock"	Houston	Chris	6549.0	Not Specified	0.1	17.67	8.99	1999.0	Regular Air	Home Office	Furniture	Office Furnishings	Small Pack	0.47	Central	Texas	77070.0	2012-06-22 00:00:00	2012-06-23 00:00:00	-25.27	83.0	1334.87	46565.0	
Priscilla Kane	Space Solutions Commercial Steel Shelving	Houston	Chris	6550.0	Not Specified	0.01	64.65	35.0	1999.0	Regular Air	Home Office	Office Supplies	Storage & Organization	Large Box	0.8	Central	Texas	77070.0	2012-06-22 00:00:00	2012-06-24 00:00:00	-255.55	13.0	922.2	46565.0	
Priscilla Kane	Canon P1-DHIII Palm Printing Calculator	Houston	Chris	4504.0	Medium	0.09	17.98	8.51	1999.0	Regular Air	Corporate	Technology	Office Machines	Medium Box	0.4	Central	Texas	77070.0	2012-12-02 00:00:00	2012-12-03 00:00:00	-12.3453	50.0	900.56	32065.0	
Priscilla Kane	Master Giant Foot® Doorstop, Safety Yellow	Houston	Chris	5165.0	Critical	0.1	7.59	4.0	1999.0	Regular Air	Home Office	Furniture	Office Furnishings	Wrap Bag	0.42	Central	Texas	77070.0	2013-09-08 00:00:00	2013-09-09 00:00:00	-10.61	6.0	52.26	36743.0	Returned
Priscilla Kane	Hewlett-Packard Business Color Inkjet 3000 [N, DTN] Series Printers	Houston	Chris	6833.0	Medium	0.06	808.49	55.3	1999.0	Delivery Truck	Home Office	Technology	Office Machines	Jumbo Drum	0.4	Central	Texas	77070.0	2013-10-18 00:00:00	2013-10-20 00:00:00	2636.01	29.0	18998.54	48643.0	
Priscilla Kane	Avery 474	Houston	Chris	6834.0	Medium	0.06	2.88	0.99	1999.0	Regular Air	Home Office	Office Supplies	Labels	Small Box	0.36	Central	Texas	77070.0	2013-10-18 00:00:00	2013-10-20 00:00:00	0.13	13.0	39.11	48643.0	
Priscilla Kane	StarTAC Analog	Houston	Chris	6835.0	Medium	0.0	65.99	8.99	1999.0	Regular Air	Home Office	Technology	Telephones and Communication	Small Box	0.6	Central	Texas	77070.0	2013-10-18 00:00:00	2013-10-20 00:00:00	583.4970000000001	105.0	6082.35	48643.0	
Priscilla Kane	Acco Clips to Go™ Binder Clips, 24 Clips in Two Sizes	Houston	Chris	6173.0	Low	0.04	3.55	1.43	1999.0	Regular Air	Corporate	Office Supplies	Rubber Bands	Wrap Bag	0.38	Central	Texas	77070.0	2013-11-01 00:00:00	2013-11-05 00:00:00	-4.91	4.0	19.88	43745.0	
Priscilla Kane	Grip Seal Envelopes	Houston	Chris	2392.0	Not Specified	0.06	4.42	4.99	1999.0	Regular Air	Corporate	Office Supplies	Envelopes	Small Box	0.38	Central	Texas	77070.0	2013-12-03 00:00:00	2013-12-05 00:00:00	-20.87	14.0	69.32	17317.0	
Dale Yu	Nu-Dell Executive Frame	Danville	Sam	19801.0	High	0.08	12.64	4.98	2000.0	Regular Air	Corporate	Furniture	Office Furnishings	Small Pack	0.48	South	Virginia	24541.0	2011-05-03 00:00:00	2011-05-04 00:00:00	184.584	18.0	225.76	90569.0	
Dale Yu	Okidata ML184 Turbo Dot Matrix Printers	Danville	Sam	19802.0	High	0.08	306.14	26.53	2000.0	Delivery Truck	Corporate	Technology	Office Machines	Jumbo Drum	0.56	South	Virginia	24541.0	2011-05-03 00:00:00	2011-05-05 00:00:00	-98.434	7.0	1592.97	90569.0	
Herman Leach	3M Office Air Cleaner	Hampton	Sam	24172.0	Low	0.07	25.98	5.37	2001.0	Regular Air	Corporate	Office Supplies	Appliances	Medium Box	0.5	South	Virginia	23666.0	2011-11-01 00:00:00	2011-11-08 00:00:00	-2.184	4.0	102.87	90571.0	
Herman Leach	Acco Clips to Go™ Binder Clips, 24 Clips in Two Sizes	Hampton	Sam	24173.0	Low	0.04	3.55	1.43	2001.0	Regular Air	Corporate	Office Supplies	Rubber Bands	Wrap Bag	0.38	South	Virginia	23666.0	2011-11-01 00:00:00	2011-11-05 00:00:00	-49.7168	1.0	4.97	90571.0	
Herman Leach	Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room	Hampton	Sam	24548.0	Not Specified	0.05	300.65	24.49	2001.0	Express Air	Home Office	Office Supplies	Appliances	Large Box	0.52	South	Virginia	23666.0	2012-06-22 00:00:00	2012-06-22 00:00:00	-130.1363	7.0	2052.43	90572.0	
Herman Leach	"Executive Impressions 12"" Wall Clock"	Hampton	Sam	24549.0	Not Specified	0.1	17.67	8.99	2001.0	Regular Air	Home Office	Furniture	Office Furnishings	Small Pack	0.47	South	Virginia	23666.0	2012-06-22 00:00:00	2012-06-23 00:00:00	-228.942	21.0	337.74	90572.0	
Herman Leach	Space Solutions Commercial Steel Shelving	Hampton	Sam	24550.0	Not Specified	0.01	64.65	35.0	2001.0	Regular Air	Home Office	Office Supplies	Storage & Organization	Large Box	0.8	South	Virginia	23666.0	2012-06-22 00:00:00	2012-06-24 00:00:00	-470.078	3.0	212.82	90572.0	
Herman Leach	Hewlett-Packard Business Color Inkjet 3000 [N, DTN] Series Printers	Hampton	Sam	24833.0	Medium	0.06	808.49	55.3	2001.0	Delivery Truck	Home Office	Technology	Office Machines	Jumbo Drum	0.4	South	Virginia	23666.0	2013-10-18 00:00:00	2013-10-20 00:00:00	203.346	7.0	4585.86	90575.0	
Herman Leach	Large Capacity Hanging Post Binders	Hampton	Sam	24449.0	Low	0.02	24.95	2.99	2001.0	Regular Air	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	0.39	South	Virginia	23666.0	2013-12-21 00:00:00	2013-12-26 00:00:00	116.52659999999999	1.0	27.44	90576.0	
Nelson House	Fuji 5.2GB DVD-RAM	Harrisonburg	Sam	25568.0	Low	0.06	40.96	1.99	2002.0	Regular Air	Corporate	Technology	Computer Peripherals	Small Pack	0.55	South	Virginia	22801.0	2011-10-18 00:00:00	2011-10-23 00:00:00	508.23599999999993	1.0	41.58	90570.0	
Nelson House	Avery 474	Harrisonburg	Sam	24834.0	Medium	0.06	2.88	0.99	2002.0	Regular Air	Home Office	Office Supplies	Labels	Small Box	0.36	South	Virginia	22801.0	2013-10-18 00:00:00	2013-10-20 00:00:00	224.1144	3.0	9.03	90575.0	
Nelson House	StarTAC Analog	Harrisonburg	Sam	24835.0	Medium	0.0	65.99	8.99	2002.0	Regular Air	Home Office	Technology	Telephones and Communication	Small Box	0.6	South	Virginia	22801.0	2013-10-18 00:00:00	2013-10-20 00:00:00	-197.77800000000002	26.0	1506.11	90575.0	
James Dickinson Ball	Storex DuraTech Recycled Plastic Frosted Binders	Bozeman	William	24075.0	Medium	0.06	4.24	5.41	2004.0	Regular Air	Home Office	Office Supplies	Binders and Binder Accessories	Small Box	0.35	West	Montana	59715.0	2010-10-17 00:00:00	2010-10-19 00:00:00	-78.91668	10.0	45.0	91277.0	
James Dickinson Ball	Polycom ViewStation™ ISDN Videoconferencing Unit	Bozeman	William	24076.0	Medium	0.04	6783.02	24.49	2004.0	Regular Air	Home Office	Technology	Office Machines	Large Box	0.39	West	Montana	59715.0	2010-10-17 00:00:00	2010-10-19 00:00:00	-13562.637407999999	1.0	6569.07	91277.0	
James Dickinson Ball	Fellowes Mighty 8 Compact Surge Protector	Bozeman	William	21732.0	Medium	0.06	20.27	3.99	2004.0	Regular Air	Home Office	Office Supplies	Appliances	Small Box	0.57	West	Montana	59715.0	2011-08-18 00:00:00	2011-08-20 00:00:00	84.61160000000001	9.0	181.77	91278.0	
James Dickinson Ball	Peel-Off® China Markers	Bozeman	William	21733.0	Medium	0.09	9.93	1.09	2004.0	Regular Air	Home Office	Office Supplies	Pens & Art Supplies	Wrap Bag	0.43	West	Montana	59715.0	2011-08-18 00:00:00	2011-08-19 00:00:00	17.7896	3.0	29.74	91278.0	
James Dickinson Ball	Deflect-O® Glasstique™ Clear Desk Accessories	Bozeman	William	21148.0	Critical	0.06	7.7	3.68	2004.0	Regular Air	Home Office	Furniture	Office Furnishings	Wrap Bag	0.52	West	Montana	59715.0	2013-05-20 00:00:00	2013-05-23 00:00:00	-9.78	10.0	78.6	91279.0	
James Dickinson Ball	"Acme® 8"" Straight Scissors"	Bozeman	William	24466.0	Medium	0.05	12.98	3.14	2004.0	Express Air	Home Office	Office Supplies	Scissors, Rulers and Trimmers	Small Pack	0.6	West	Montana	59715.0	2013-12-11 00:00:00	2013-12-13 00:00:00	0.881919999999996	5.0	67.89	91280.0	
James Dickinson Ball	Tenex Personal Project File with Scoop Front Design, Black	Bozeman	William	24467.0	Medium	0.08	13.48	4.51	2004.0	Regular Air	Home Office	Office Supplies	Storage & Organization	Small Box	0.59	West	Montana	59715.0	2013-12-11 00:00:00	2013-12-13 00:00:00	-5.349119999999999	18.0	230.01	91280.0	
Cynthia Khan	Xerox 1950	Durango	William	25251.0	Not Specified	0.03	5.78	5.37	2006.0	Regular Air	Home Office	Office Supplies	Paper	Small Box	0.36	West	Colorado	81301.0	2010-09-05 00:00:00	2010-09-06 00:00:00	-63.35	15.0	88.22	88798.0	
Cynthia Khan	Okidata Pacemark 4410N Wide Format Dot Matrix Printer	Durango	William	22942.0	High	0.05	3502.14	8.73	2006.0	Delivery Truck	Home Office	Technology	Office Machines	Jumbo Box	0.57	West	Colorado	81301.0	2011-01-18 00:00:00	2011-01-19 00:00:00	-10402.943916	1.0	3460.11	88799.0	
Cynthia Khan	Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop	Durango	William	22943.0	High	0.05	34.58	8.99	2006.0	Regular Air	Home Office	Office Supplies	Pens & Art Supplies	Small Pack	0.56	West	Colorado	81301.0	2011-01-18 00:00:00	2011-01-20 00:00:00	58.4212	6.0	205.18	88799.0	
Cynthia Khan	Portable Personal File Box	Durango	William	22944.0	High	0.07	12.21	4.81	2006.0	Regular Air	Home Office	Office Supplies	Storage & Organization	Small Box	0.58	West	Colorado	81301.0	2011-01-18 00:00:00	2011-01-20 00:00:00	-18.575200000000002	8.0	97.5	88799.0	
Cynthia Khan	IBM Numeric Access II Keypad, 17-Key, Black	Durango	William	20051.0	Not Specified	0.06	35.77	9.02	2006.0	Regular Air	Home Office	Technology	Computer Peripherals	Small Box	0.75	West	Colorado	81301.0	2011-01-24 00:00:00	2011-01-25 00:00:00	-223.4852	10.0	348.7	88800.0	
Cynthia Khan	Holmes 99% HEPA Air Purifier	Durango	William	23537.0	Medium	0.0	21.66	13.99	2006.0	Regular Air	Corporate	Office Supplies	Appliances	Medium Box	0.52	West	Colorado	81301.0	2011-07-14 00:00:00	2011-07-16 00:00:00	-99.95	10.0	235.88	88801.0	
Cynthia Khan	AT&T Black Trimline Phone, Model 210	Durango	William	20493.0	Medium	0.0	15.99	9.4	2006.0	Regular Air	Corporate	Technology	Office Machines	Small Box	0.49	West	Colorado	81301.0	2011-09-04 00:00:00	2011-09-05 00:00:00	-55.6104	10.0	172.37	88804.0	
Cynthia Khan	Accessory35	Durango	William	20862.0	Medium	0.04	35.99	1.1	2006.0	Regular Air	Corporate	Technology	Telephones and Communication	Small Box	0.55	West	Colorado	81301.0	2012-03-30 00:00:00	2012-04-01 00:00:00	222.90449999999998	11.0	323.05	88805.0	
Cynthia Khan	Multi-Use Personal File Cart and Caster Set, Three Stacking Bins	Durango	William	24073.0	Low	0.08	34.76	8.22	2006.0	Regular Air	Home Office	Office Supplies	Storage & Organization	Small Box	0.57	West	Colorado	81301.0	2012-04-22 00:00:00	2012-04-27 00:00:00	163.38	12.0	401.39	88806.0	
Cynthia Khan	Self-Adhesive Ring Binder Labels	Durango	William	23582.0	Not Specified	0.04	3.52	6.83	2006.0	Regular Air	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	0.38	West	Colorado	81301.0	2012-05-19 00:00:00	2012-05-21 00:00:00	-5.439500000000001	1.0	10.48	88807.0	
Cynthia Khan	"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue"	Durango	William	25590.0	High	0.08	4.91	5.68	2006.0	Regular Air	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	0.36	West	Colorado	81301.0	2013-01-08 00:00:00	2013-01-09 00:00:00	-166.67088	11.0	53.2	88810.0	
Cynthia Khan	StarTAC 6500	Durango	William	18717.0	High	0.01	125.99	8.8	2006.0	Regular Air	Corporate	Technology	Telephones and Communication	Small Box	0.59	West	Colorado	81301.0	2013-04-21 00:00:00	2013-04-22 00:00:00	-315.029	2.0	224.76	88812.0	
Lauren West	"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box"	Albuquerque	William	22461.0	High	0.1	9.78	5.76	2007.0	Regular Air	Corporate	Office Supplies	Envelopes	Small Box	0.35	West	New Mexico	87105.0	2011-07-28 00:00:00	2011-07-30 00:00:00	-13.74	1.0	15.0	88802.0	
Lauren West	GBC VeloBinder Strips	Albuquerque	William	20047.0	Critical	0.03	7.68	6.16	2007.0	Express Air	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	0.35	West	New Mexico	87105.0	2011-08-30 00:00:00	2011-08-31 00:00:00	-34.510580000000004	18.0	140.67	88803.0	
